ISO3,total_hours_worked,labor_productivity_person_growth,labor_productivity_hour_growth,total_factor_productivity_growth
VNM,82039.78,7.15,7.15,-1.57
VNM,82621.62,7.75,7.39,-2.08
VNM,87189.39,2.16,0.22,-5.74
VNM,89780.05,1.74,1.75,-4.38
VNM,91577.34,6.08,4.69,-2.06
VNM,88537.8,3.8,10.56,0.43
VNM,90418.28,4.09,4.85,-1.37
VNM,94014.56,4.34,3.23,-2.03
VNM,94684.78,4.74,7.03,-0.21
VNM,96724.39,4.54,5.28,-0.94
VNM,100345.93,4.05,3.12,-2.03
VNM,103417.95,4.22,3.95,-4.46
VNM,104584.35,2.81,4.48,-3.8
VNM,105771.15,2.57,4.22,-3.02
VNM,109038.13,3.43,3.23,-2.48
VNM,112257.89,3.42,3.36,-0.27
VNM,112278.36,3.17,5.49,0.61
VNM,111775.81,3.91,6.03,0.79
VNM,111269.42,5.37,6.91,1.65
VNM,111911.94,6.83,6.37,1.33
VNM,113767.02,6.22,4.95,0.94
VNM,110986.74,6.22,9.62,2.6
VNM,116365.18,6.33,2.5,0.14
VNM,113011.38,6.62,10.55,3.09
VNM,112146.03,4.88,3.66,-1.75
VNM,107465.46,4.21,7.02,-0.19
VNM,116537.75,4.74,-0.29,0.11
VNM,119262.88,3.64,2.65,-0.23
VNM,119983.23,5.4,5.42,1.47
VNM,122133.46,2.54,2.56,-0.45
YEM,NA,-3.69,NA,-2.07
YEM,NA,1.31,NA,2.95
YEM,NA,4.37,NA,3.41
YEM,NA,0.15,NA,-0.3
YEM,NA,2.76,NA,1.72
YEM,NA,1.44,NA,-0.64
YEM,NA,0.42,NA,-1.66
YEM,NA,1.11,NA,-1.12
YEM,NA,1.79,NA,-0.29
YEM,NA,-0.39,NA,-0.95
YEM,NA,3.97,NA,2.97
YEM,NA,1.68,NA,0.83
YEM,NA,1.73,NA,0.41
YEM,NA,1.56,NA,-0.54
YEM,NA,1.62,NA,-0.83
YEM,9303.89,2.72,NA,-0.09
YEM,9612.84,0.07,-0.15,-2.26
YEM,9937.77,0.19,-0.04,-2.74
YEM,10278.68,0.5,0.21,-2.23
YEM,10635.54,0.63,0.38,-1.87
YEM,11015.26,4.32,3.99,1.67
YEM,11079.63,-13.8,-13.22,-15.31
YEM,11253.1,0.67,0.81,-1.88
YEM,11436.33,3.1,3.14,0.74
YEM,11661.7,-2.35,-2.12,-3.39
YEM,8275.79,-15.44,1.46,-14.46
YEM,8024.3,-12.35,-6.53,-6.3
YEM,7977.89,-8.42,-4.52,-3.75
YEM,8290.03,-3.97,-3.04,-2.06
YEM,8591.09,-1.83,-1.48,-0.63
YEM,8194.11,-9.67,-4.07,-6.71
YEM,8199.53,-2.98,-1.07,-1.27
YEM,8633.02,-4.01,-3.6,-1.31
YEM,8743.97,-5.53,-3.24,-2.85
YEM,8819.4,-3.74,-1.85,-0.89
YEM,9022.88,-1.46,-0.79,0.65
ZMB,NA,5.41,NA,8.21
ZMB,NA,-2.21,NA,0.61
ZMB,NA,1.5,NA,3.56
ZMB,NA,-1.92,NA,0.15
ZMB,NA,-13.77,NA,-12.99
ZMB,NA,3.15,NA,4.14
ZMB,NA,0.99,NA,3.96
ZMB,NA,1.99,NA,3.25
ZMB,NA,-1.25,NA,-0.94
ZMB,NA,2.45,NA,2.9
ZMB,NA,0.63,NA,1.08
ZMB,NA,3.35,NA,2.73
ZMB,NA,2.78,NA,1.73
ZMB,NA,4.77,NA,3.15
ZMB,NA,4.61,NA,3.79
ZMB,6075.82,4.21,NA,3.89
ZMB,6287.03,4.28,4.28,4.17
ZMB,6505.13,4.74,4.72,4.37
ZMB,6733.01,4.16,4.13,3.52
ZMB,6924.64,6.66,6.2,5.52
ZMB,7184.36,6.81,6.31,6.53
ZMB,7454.37,2.01,1.74,1.41
ZMB,7700.01,4.53,4.17,3.61
ZMB,8278.66,-1.98,-2.29,-1.64
ZMB,8770.38,-0.85,-1.17,-2.0
ZMB,9193.26,-1.53,-1.81,-4.89
ZMB,9704.5,-1.46,-1.69,-2.97
ZMB,9917.52,1.56,1.28,-2.03
ZMB,9886.93,3.54,4.36,-2.21
ZMB,11157.07,-3.42,-10.11,-6.41
ZMB,11786.75,-7.84,-7.98,-9.12
ZMB,12367.14,2.86,1.25,3.61
ZMB,12867.35,3.44,1.16,2.18
ZMB,13353.84,1.73,1.56,2.68
ZMB,13829.28,-1.22,-1.21,-1.21
ZMB,14335.44,2.84,2.85,2.88
ZWE,NA,-1.23,NA,-2.21
ZWE,NA,2.78,NA,0.76
ZWE,NA,-11.19,NA,-13.19
ZWE,NA,0.27,NA,-1.82
ZWE,NA,5.0,NA,2.75
ZWE,NA,-1.03,NA,-2.84
ZWE,NA,7.9,NA,7.74
ZWE,NA,0.32,NA,0.55
ZWE,NA,-0.82,NA,-0.88
ZWE,NA,-3.99,NA,-3.9
ZWE,NA,-6.0,NA,-8.76
ZWE,NA,-1.9,NA,-5.06
ZWE,NA,-9.02,NA,-11.51
ZWE,NA,-17.35,NA,-23.79
ZWE,NA,-7.41,NA,-13.76
ZWE,8683.09,-7.83,NA,-15.34
ZWE,8743.33,-4.44,-4.22,-2.14
ZWE,8804.09,-4.3,-4.07,-2.31
ZWE,8821.67,-16.77,-16.49,-16.03
ZWE,8890.62,6.42,6.56,8.61
ZWE,8981.68,18.56,18.74,17.53
ZWE,9089.9,12.57,12.84,12.68
ZWE,9224.95,14.84,14.94,13.72
ZWE,9327.9,0.79,0.94,1.48
ZWE,9460.14,0.87,0.97,1.21
ZWE,9551.77,0.99,0.87,0.7
ZWE,9676.47,-0.39,-0.54,-0.52
ZWE,9831.01,3.79,3.55,3.55
ZWE,10006.55,3.49,3.17,3.26
ZWE,10180.31,-7.64,-7.93,-7.97
ZWE,10037.89,-7.21,-6.51,-7.67
ZWE,10927.43,6.08,-0.36,3.61
ZWE,11949.48,4.8,-2.94,0.6
ZWE,13141.82,1.91,-4.22,-1.03
ZWE,13657.97,-0.73,-1.9,-1.35
ZWE,14074.45,2.9,2.91,2.94
