ISO3,total_hours_worked,labor_productivity_person_growth,labor_productivity_hour_growth,total_factor_productivity_growth
ISR,4477.13,0.15,1.8,1.14
ISR,4675.18,4.41,5.01,2.68
ISR,4916.18,1.88,0.72,-1.44
ISR,5015.27,1.09,1.65,-1.4
ISR,5085.39,1.37,2.6,-0.3
ISR,5254.68,0.06,0.01,-1.81
ISR,5473.38,4.46,4.27,2.6
ISR,5362.68,-0.71,2.35,-1.7
ISR,5416.3,-0.82,-1.08,-2.68
ISR,5424.5,0.22,1.31,-0.46
ISR,5480.7,3.16,3.6,2.29
ISR,5641.89,0.95,1.25,0.73
ISR,5790.66,2.61,2.89,2.02
ISR,6079.82,1.76,1.02,0.75
ISR,6307.05,-0.3,-0.51,-1.41
ISR,6411.88,-0.71,-0.42,-1.71
ISR,6589.79,2.47,2.68,1.96
ISR,6786.44,2.52,2.46,1.26
ISR,6986.62,-1.47,-0.49,-1.47
ISR,7154.45,1.5,1.68,0.57
ISR,7325.69,0.98,1.36,0.35
ISR,7486.17,0.04,0.09,-0.42
ISR,7769.23,2.05,0.64,0.12
ISR,7937.61,1.9,2.12,1.05
ISR,8050.94,2.3,2.6,1.06
ISR,8103.97,2.07,3.11,1.11
ISR,7413.2,0.27,7.71,0.76
ISR,7935.82,7.9,2.26,2.97
ISR,8500.94,0.17,-0.71,-0.11
ISR,8779.31,-1.19,-1.2,-1.97
ISR,8899.93,-0.67,-0.66,-1.61
ISR,9090.75,1.28,1.29,0.45
ITA,41112.25,0.56,1.47,0.13
ITA,41680.07,-0.33,0.16,-0.8
ITA,41445.52,1.57,1.4,0.0
ITA,40335.34,1.88,1.88,0.03
ITA,39664.98,3.86,3.88,2.22
ITA,39711.16,3.09,2.77,1.55
ITA,40148.67,0.73,0.24,-0.57
ITA,40155.76,1.57,1.91,0.47
ITA,40891.91,0.75,-0.03,-0.91
ITA,41305.38,0.52,0.66,-0.69
ITA,41686.02,1.85,2.93,1.5
ITA,42259.45,0.1,0.62,-0.36
ITA,42618.24,-1.51,-0.57,-1.92
ITA,42911.63,-1.54,-0.62,-1.91
ITA,43132.08,0.91,0.96,-0.73
ITA,43262.19,0.25,0.46,-1.24
ITA,44151.3,-0.18,-0.25,-1.0
ITA,44837.91,0.2,-0.09,-1.07
ITA,44665.46,-1.24,-0.64,-2.11
ITA,43104.92,-3.69,-1.88,-4.29
ITA,42873.73,2.12,2.08,0.92
ITA,42874.63,0.45,0.69,-0.02
ITA,41822.83,-2.88,-0.69,-2.4
ITA,40742.47,0.01,0.79,-0.87
ITA,40698.99,-0.01,0.11,-0.27
ITA,41025.83,0.23,0.08,0.06
ITA,41712.76,-0.19,-0.43,-0.04
ITA,42167.32,0.42,0.51,0.34
ITA,42583.84,-0.19,-0.16,-0.37
ITA,42598.8,-0.18,0.39,-0.13
ITA,37590.98,-6.96,3.27,-2.96
ITA,41440.39,7.89,-1.19,2.56
ITA,43212.19,2.85,0.52,1.66
ITA,44303.82,-1.18,-1.77,-2.08
ITA,45237.09,-0.9,-1.35,-1.46
ITA,45695.93,-0.5,-0.71,-1.24
JAM,1952.76,4.08,5.94,2.93
JAM,2005.44,-1.32,-1.81,-1.87
JAM,2032.37,2.22,1.42,-0.61
JAM,2035.03,1.44,2.08,-0.64
JAM,2053.3,1.37,0.97,-0.74
JAM,2055.11,1.89,2.43,-0.05
JAM,2083.88,-0.1,-1.15,-2.85
JAM,2090.23,-2.2,-1.94,-4.33
JAM,2139.56,-1.75,-3.49,-3.16
JAM,2131.81,0.55,1.35,0.17
JAM,2124.84,0.09,1.11,-0.66
JAM,2147.8,0.57,0.2,-1.22
JAM,2160.94,-0.19,0.06,-1.99
JAM,2180.6,2.73,2.73,1.33
JAM,2208.9,0.03,0.03,-0.89
JAM,2232.1,-0.15,-0.15,-1.27
JAM,2252.32,1.84,1.98,0.17
JAM,2276.7,0.38,0.36,-0.69
JAM,2296.48,-1.8,-1.67,-2.2
JAM,2218.76,-0.77,-0.03,-2.66
JAM,2191.86,0.16,-0.23,-1.13
JAM,2198.25,-0.17,1.13,0.86
JAM,2236.65,-1.1,-2.21,-1.21
JAM,2252.05,-1.84,-0.46,-0.54
JAM,2303.03,-2.5,-1.65,-0.76
JAM,2459.24,-4.97,-5.54,-1.23
JAM,2491.16,1.17,0.2,0.61
JAM,2585.45,-2.72,-2.99,-1.0
JAM,2659.13,-0.85,-0.99,0.1
JAM,2765.66,-2.58,-2.92,-1.07
JAM,2560.27,-6.36,-2.69,-8.76
JAM,2689.83,0.89,-0.44,2.85
JAM,2902.59,0.36,-2.49,2.69
JAM,2925.44,1.99,1.8,1.93
JAM,2931.17,1.1,1.1,-1.43
JAM,2946.83,1.55,1.56,-0.71
JPN,132365.73,3.12,4.51,1.42
JPN,132017.77,1.46,3.8,0.3
JPN,130665.36,-0.23,1.94,-1.43
JPN,127528.95,-0.83,1.99,-1.37
JPN,127066.79,0.97,1.45,-0.98
JPN,127671.97,2.28,2.14,-0.33
JPN,128013.17,3.03,2.86,0.44
JPN,127068.86,0.26,1.73,-1.23
JPN,124242.53,-0.13,0.98,-2.82
JPN,121552.55,1.02,1.87,-1.29
JPN,121163.38,3.52,3.09,0.11
JPN,119719.85,0.75,1.6,-0.3
JPN,117520.01,1.22,1.91,-0.64
JPN,117813.09,1.48,1.28,-0.24
JPN,119034.7,1.61,1.14,-0.13
JPN,119181.23,0.99,1.68,-0.41
JPN,120568.5,0.67,0.21,-1.53
JPN,120953.89,0.68,1.16,0.5
JPN,119433.54,-1.07,0.03,-1.53
JPN,115143.08,-4.59,-2.18,-4.54
JPN,116264.1,4.23,3.09,2.87
JPN,115630.83,0.34,0.57,-0.28
JPN,115601.03,2.09,1.4,0.61
JPN,114874.09,1.59,2.65,1.47
JPN,115127.11,-0.11,0.08,-0.72
JPN,114800.64,1.42,1.85,0.68
JPN,115443.88,-0.19,0.19,-0.33
JPN,116641.89,0.62,0.63,0.34
JPN,117283.15,-1.09,0.09,-0.24
JPN,115808.4,-1.29,0.87,-0.32
JPN,112391.5,-3.68,-1.26,-2.48
JPN,112602.94,2.78,2.5,1.94
JPN,112860.26,0.78,0.7,0.22
JPN,113387.7,1.12,1.01,0.65
JPN,112827.0,-0.42,0.58,-0.15
JPN,112810.35,1.32,1.32,0.77
JOR,NA,-8.53,NA,-5.35
JOR,NA,-16.38,NA,-11.98
JOR,NA,7.84,NA,9.79
JOR,NA,-2.88,NA,-1.37
JOR,NA,-4.45,NA,-1.6
JOR,NA,-1.56,NA,0.62
JOR,NA,-2.86,NA,-1.32
JOR,NA,1.06,NA,1.27
JOR,NA,0.96,NA,1.29
JOR,NA,0.87,NA,1.09
JOR,NA,1.85,NA,2.18
JOR,NA,5.24,NA,4.49
JOR,NA,5.7,NA,5.46
JOR,NA,2.92,NA,2.44
JOR,NA,3.94,NA,3.81
JOR,2991.9,4.41,NA,2.76
JOR,3195.8,1.69,1.59,2.38
JOR,3654.38,-5.12,-5.23,-1.28
JOR,3764.08,4.37,4.25,2.18
JOR,3926.49,0.71,0.68,-0.38
JOR,3998.44,0.41,0.47,-1.66
JOR,4057.21,1.21,1.25,-0.77
JOR,4066.75,2.11,2.19,1.07
JOR,4173.04,-0.07,0.0,0.02
JOR,4527.85,-4.87,-4.72,-2.29
JOR,5017.21,-7.7,-7.5,-4.3
JOR,5320.36,-3.97,-3.82,-2.34
JOR,5459.72,-0.19,-0.14,0.03
JOR,5378.05,1.93,3.47,1.81
JOR,5737.67,-2.78,-4.63,-1.41
JOR,5825.98,-2.38,-2.6,-2.07
JOR,5618.19,5.25,7.49,3.54
JOR,6002.13,-1.8,-4.12,-1.95
JOR,6176.15,-0.19,-0.28,-0.05
JOR,6271.34,0.84,0.85,1.07
JOR,6294.48,1.92,1.92,1.62
KAZ,NA,-0.74,NA,NA
KAZ,NA,-10.19,NA,-12.17
KAZ,NA,-3.57,NA,-5.3
KAZ,NA,-1.19,NA,-4.53
KAZ,NA,-7.51,NA,-9.87
KAZ,NA,-7.78,NA,-8.26
KAZ,NA,1.0,NA,1.35
KAZ,NA,2.43,NA,2.26
KAZ,NA,3.62,NA,1.99
KAZ,NA,3.07,NA,3.08
KAZ,NA,8.11,NA,8.27
KAZ,NA,5.06,NA,7.73
KAZ,NA,9.63,NA,7.34
KAZ,NA,5.24,NA,5.56
KAZ,NA,6.58,NA,6.62
KAZ,13942.78,8.52,NA,6.34
KAZ,14269.69,8.32,8.16,6.41
KAZ,14733.78,5.65,5.47,4.17
KAZ,15148.77,0.37,0.47,-0.38
KAZ,15209.09,0.56,0.8,-1.09
KAZ,15612.51,4.53,4.53,3.29
KAZ,15974.59,5.06,5.06,3.97
KAZ,16810.6,2.48,-0.22,0.08
KAZ,17400.45,5.0,2.31,1.56
KAZ,17286.56,3.55,4.99,2.28
KAZ,16879.94,2.18,3.43,0.06
KAZ,16790.27,1.46,1.44,-0.8
KAZ,16849.58,3.52,3.54,1.93
KAZ,17109.04,2.5,2.52,1.44
KAZ,17288.15,3.31,3.42,1.35
KAZ,16274.98,-2.36,3.46,-2.24
KAZ,17183.7,3.34,-1.41,-0.45
KAZ,17718.73,1.41,0.18,-0.18
KAZ,17917.97,3.86,3.93,1.4
KAZ,18160.73,2.11,2.12,0.55
KAZ,18288.19,3.45,3.46,1.67
KEN,NA,0.92,NA,0.74
KEN,NA,-2.21,NA,-1.85
KEN,NA,-4.77,NA,-3.87
KEN,NA,-4.1,NA,-2.58
KEN,NA,-2.44,NA,-0.92
KEN,NA,-1.66,NA,0.1
KEN,NA,-0.58,NA,0.19
KEN,NA,-3.76,NA,-3.74
KEN,NA,-0.98,NA,-2.03
KEN,NA,-1.63,NA,-2.18
KEN,NA,-2.8,NA,-3.5
KEN,NA,1.14,NA,-0.57
KEN,NA,-2.19,NA,-3.16
KEN,NA,0.48,NA,0.38
KEN,NA,0.66,NA,1.51
KEN,32438.8,2.83,NA,0.51
KEN,33335.54,3.08,3.01,0.2
KEN,34499.86,3.33,3.24,0.67
KEN,35619.44,-2.93,-2.92,-4.69
KEN,36269.22,1.5,1.46,-0.73
KEN,35948.67,9.16,9.02,3.14
KEN,36154.78,4.65,4.52,0.67
KEN,36342.88,4.13,4.03,-0.51
KEN,36770.45,2.7,2.59,-0.86
KEN,37266.05,3.76,3.62,-1.01
KEN,37035.66,5.77,5.62,0.14
KEN,37656.37,2.64,2.5,-0.16
KEN,37896.88,2.93,3.16,0.11
KEN,37854.46,5.61,5.79,2.24
KEN,37342.91,6.34,6.55,1.94
KEN,36270.34,-1.42,2.68,-2.96
KEN,38663.21,3.96,0.93,2.0
KEN,40015.1,2.27,1.32,0.36
KEN,41228.96,2.63,2.45,1.16
KEN,42343.33,2.25,2.27,0.29
KEN,43455.78,2.42,2.44,0.45
KWT,NA,-24.67,NA,-24.48
KWT,NA,31.02,NA,-20.43
KWT,NA,20.25,NA,46.13
KWT,NA,24.91,NA,28.6
KWT,NA,0.61,NA,7.52
KWT,NA,-5.63,NA,0.09
KWT,NA,-10.42,NA,-2.21
KWT,NA,-3.57,NA,1.07
KWT,NA,3.15,NA,2.14
KWT,NA,3.06,NA,-1.33
KWT,NA,8.57,NA,5.13
KWT,NA,0.88,NA,-0.86
KWT,NA,-4.49,NA,-0.65
KWT,NA,10.1,NA,11.68
KWT,NA,2.42,NA,4.9
KWT,2773.83,2.05,NA,3.93
KWT,3046.81,-1.88,-2.12,-1.67
KWT,3348.99,-3.32,-3.57,-3.64
KWT,3394.0,1.08,1.12,-7.19
KWT,3356.53,-6.44,-6.04,-12.56
KWT,3492.1,-6.34,-6.16,-8.55
KWT,3500.37,8.78,9.37,4.21
KWT,3584.14,3.62,4.13,1.6
KWT,3595.66,0.66,0.82,-3.88
KWT,3670.03,-1.61,-1.54,-5.05
KWT,3808.55,-3.01,-3.07,-6.26
KWT,3893.98,0.66,0.67,-5.81
KWT,3956.21,-6.48,-6.21,-11.53
KWT,4005.43,1.36,1.48,-3.41
KWT,4049.29,0.84,1.16,-1.8
KWT,3692.64,2.75,4.38,-2.82
KWT,3830.73,-0.2,-1.43,1.65
KWT,4342.05,-6.83,-6.61,0.54
KWT,4588.96,-9.05,-8.83,-6.62
KWT,4685.86,-4.71,-4.73,-4.98
KWT,4778.97,0.23,0.23,-0.09
KGZ,NA,3.76,NA,2.33
KGZ,NA,-7.07,NA,-8.89
KGZ,NA,-18.7,NA,-18.41
KGZ,NA,-4.9,NA,-7.03
KGZ,NA,-18.11,NA,-19.19
KGZ,NA,-5.22,NA,-4.91
KGZ,NA,6.41,NA,6.59
KGZ,NA,7.46,NA,8.43
KGZ,NA,1.19,NA,1.91
KGZ,NA,0.17,NA,0.97
KGZ,NA,5.2,NA,5.1
KGZ,NA,4.2,NA,4.55
KGZ,NA,-3.42,NA,-2.48
KGZ,NA,2.59,NA,3.59
KGZ,NA,3.75,NA,4.42
KGZ,3193.2,-4.31,NA,-3.37
KGZ,3256.33,2.17,1.1,-0.14
KGZ,3360.13,5.67,5.19,4.58
KGZ,3413.95,6.04,5.87,4.71
KGZ,3473.25,1.4,1.13,0.34
KGZ,3524.19,-1.71,-1.91,-3.29
KGZ,3668.13,4.37,1.8,1.5
KGZ,3738.86,-0.44,-1.98,-4.32
KGZ,3707.16,12.04,11.86,8.75
KGZ,3853.58,2.22,0.07,-1.13
KGZ,3997.07,1.71,0.15,-0.58
KGZ,4087.09,3.81,2.04,0.49
KGZ,4164.41,5.32,2.8,1.36
KGZ,4280.43,2.11,0.65,-1.42
KGZ,4482.36,1.99,-0.11,-0.98
KGZ,4041.63,-7.22,2.98,-3.41
KGZ,4543.24,1.64,-6.14,-3.24
KGZ,4767.58,5.94,3.84,1.96
KGZ,4883.61,3.84,3.63,2.39
KGZ,5018.22,3.61,3.63,1.08
KGZ,5122.58,4.81,4.82,1.97
LVA,NA,2.62,NA,1.98
LVA,NA,-11.85,NA,-10.92
LVA,NA,-26.71,NA,-31.71
LVA,NA,-4.78,NA,-4.55
LVA,NA,13.61,NA,10.0
LVA,1736.81,3.01,NA,2.79
LVA,1744.91,1.73,1.83,2.66
LVA,1818.4,4.52,4.76,6.89
LVA,1810.53,6.94,7.01,5.04
LVA,1779.43,4.7,4.62,2.35
LVA,1722.36,9.53,9.35,5.73
LVA,1757.73,4.76,4.32,4.0
LVA,1753.88,6.13,7.9,6.35
LVA,1759.41,7.75,8.09,6.67
LVA,1731.19,8.46,10.5,5.6
LVA,1785.31,10.63,8.23,5.13
LVA,1874.63,6.68,7.45,5.41
LVA,1908.56,6.36,8.45,3.19
LVA,1847.52,-2.56,-0.2,-5.95
LVA,1542.95,-1.98,0.53,-8.28
LVA,1427.55,3.22,4.13,0.25
LVA,1461.61,1.51,0.64,0.79
LVA,1469.41,5.77,6.73,5.17
LVA,1498.17,-0.2,0.14,0.0
LVA,1486.16,3.49,2.92,2.07
LVA,1478.57,2.34,4.32,3.26
LVA,1474.66,2.86,2.82,1.62
LVA,1461.76,3.44,4.31,3.06
LVA,1501.51,2.25,1.55,1.82
LVA,1531.42,-1.32,-1.29,-2.03
LVA,1438.63,-2.81,2.76,-1.14
LVA,1444.6,8.32,6.5,4.56
LVA,1477.18,1.61,-0.44,-0.64
LVA,1474.78,2.7,3.02,1.32
LVA,1471.36,0.49,-0.21,-1.63
LVA,1465.2,1.13,1.13,0.19
LBN,NA,-2.32,NA,-2.04
LBN,NA,33.81,NA,29.13
LBN,NA,2.53,NA,2.06
LBN,NA,4.93,NA,3.76
LBN,NA,5.84,NA,4.23
LBN,NA,4.08,NA,2.23
LBN,NA,1.82,NA,-0.38
LBN,NA,7.22,NA,4.65
LBN,NA,1.1,NA,-1.14
LBN,NA,-3.53,NA,-3.9
LBN,NA,-1.82,NA,-1.53
LBN,NA,1.22,NA,1.16
LBN,NA,0.88,NA,0.75
LBN,NA,-0.78,NA,-0.88
LBN,NA,4.8,NA,3.71
LBN,3269.4,1.1,NA,-0.18
LBN,3318.67,-0.1,0.04,-1.1
LBN,3383.93,7.24,7.21,5.19
LBN,3564.12,3.9,3.55,3.47
LBN,3738.21,5.48,5.1,2.57
LBN,3810.24,5.81,5.93,3.36
LBN,3876.26,-0.98,-0.85,-2.6
LBN,4005.77,-0.86,-0.77,-1.16
LBN,4419.21,-6.01,-5.9,-1.71
LBN,4912.74,-8.01,-7.83,-2.56
LBN,5007.5,-1.65,-1.45,-2.57
LBN,4868.13,4.34,4.47,-1.08
LBN,4719.92,3.9,4.08,-1.46
LBN,4561.01,1.34,1.57,-4.28
LBN,4389.94,-3.47,-3.17,-6.91
LBN,3715.34,-15.21,-10.91,-23.16
LBN,3953.24,-0.77,-4.12,1.58
LBN,4091.54,-1.27,-2.41,1.01
LBN,4137.04,-1.9,-1.79,-0.39
LBN,4047.05,-3.7,-3.6,-4.81
LBN,4103.91,1.29,0.59,2.2
LBY,NA,-3.69,NA,-2.55
LBY,NA,15.38,NA,15.47
LBY,NA,-7.93,NA,-6.54
LBY,NA,-8.88,NA,-7.43
LBY,NA,-0.32,NA,1.31
LBY,NA,-18.51,NA,-18.15
LBY,NA,-2.11,NA,-0.02
LBY,NA,-5.83,NA,-3.99
LBY,NA,-4.11,NA,-1.82
LBY,NA,-3.31,NA,-1.41
LBY,NA,1.2,NA,2.43
LBY,NA,0.59,NA,1.18
LBY,NA,-5.78,NA,-5.86
LBY,NA,13.2,NA,12.59
LBY,NA,3.14,NA,3.16
LBY,3631.1,7.55,NA,7.9
LBY,3746.11,-2.58,-2.8,-1.89
LBY,3883.27,2.42,2.48,3.47
LBY,3994.71,-3.32,-2.95,-2.78
LBY,4084.36,-7.31,-6.5,-6.97
LBY,4218.29,1.77,1.69,2.54
LBY,4204.21,-48.67,-50.17,-68.85
LBY,3968.53,92.54,97.92,65.35
LBY,4058.03,-19.83,-19.81,-20.77
LBY,4173.67,-24.85,-25.18,-27.59
LBY,4238.67,-2.18,-2.36,-1.0
LBY,4301.23,-3.35,-2.92,-1.88
LBY,4386.68,29.2,29.91,27.38
LBY,4479.06,5.53,5.71,6.68
LBY,4551.91,-12.64,-12.62,-12.36
LBY,4473.33,-29.39,-28.22,-33.24
LBY,4460.69,25.0,28.7,25.44
LBY,4572.83,-10.0,-10.5,-9.44
LBY,4653.43,7.89,8.25,9.02
LBY,4716.02,1.09,1.08,1.1
LBY,4825.73,11.04,11.07,11.02
LTU,NA,-1.23,NA,NA
LTU,NA,-6.05,NA,-1.31
LTU,NA,-19.52,NA,-13.9
LTU,NA,-12.52,NA,-8.2
LTU,NA,-4.26,NA,-3.37
LTU,2303.22,7.15,NA,6.85
LTU,2321.41,4.05,4.2,4.53
LTU,2342.57,7.65,7.32,6.12
LTU,2386.44,8.31,5.49,4.22
LTU,2265.76,1.13,4.17,-0.14
LTU,2319.48,7.95,1.02,0.57
LTU,2215.8,10.58,11.47,7.61
LTU,2259.71,3.02,4.65,4.8
LTU,2289.08,8.06,9.13,7.11
LTU,2379.6,7.69,2.45,1.06
LTU,2399.32,6.92,6.85,3.27
LTU,2380.25,7.69,8.26,4.77
LTU,2467.36,8.86,7.16,4.5
LTU,2477.38,3.96,2.18,-0.93
LTU,2205.62,-7.79,-4.35,-11.13
LTU,2121.76,6.06,4.4,0.69
LTU,2105.28,5.74,7.16,5.23
LTU,2142.56,2.44,2.57,2.48
LTU,2152.75,2.64,3.55,2.32
LTU,2186.6,1.7,2.17,1.35
LTU,2248.57,1.41,0.0,-0.07
LTU,2328.5,0.4,-0.85,-0.58
LTU,2260.79,5.37,7.75,4.37
LTU,2301.74,3.5,3.05,1.9
LTU,2316.01,4.13,4.03,1.86
LTU,2184.12,1.62,6.08,1.64
LTU,2245.31,5.02,3.48,2.3
LTU,2364.27,-2.28,-2.62,-2.84
LTU,2420.84,-1.07,-2.0,-2.96
LTU,2491.77,1.02,-0.15,-0.69
LTU,2504.87,2.93,2.51,1.15
LUX,313.89,-1.94,-1.94,-2.23
LUX,323.04,4.45,5.57,3.12
LUX,327.59,-0.9,0.41,-0.66
LUX,334.75,2.38,1.97,-0.31
LUX,339.35,1.07,2.42,0.13
LUX,350.54,-1.09,-1.81,-1.55
LUX,354.53,-1.15,0.26,-0.91
LUX,367.85,2.09,1.6,0.25
LUX,383.54,2.19,2.31,1.14
LUX,400.93,3.45,3.48,0.99
LUX,423.64,1.64,1.21,1.42
LUX,444.54,-2.52,-1.77,-2.0
LUX,455.39,0.45,0.76,0.78
LUX,463.93,0.61,0.73,1.48
LUX,474.75,1.87,1.86,-3.69
LUX,481.75,-0.25,0.99,-1.33
LUX,500.34,2.12,2.08,2.91
LUX,526.87,3.56,2.65,2.2
LUX,551.94,-4.81,-4.83,-6.44
LUX,535.15,-4.19,-0.2,-7.19
LUX,546.07,1.88,1.68,0.75
LUX,561.67,-1.86,-1.76,-3.38
LUX,573.18,-0.77,-0.39,-2.64
LUX,580.73,1.33,1.83,-0.38
LUX,597.45,0.14,-0.25,-2.58
LUX,615.74,-0.28,-0.77,0.43
LUX,633.78,1.89,1.99,1.37
LUX,651.78,-2.12,-1.48,-1.35
LUX,670.96,-1.91,-1.29,-1.61
LUX,691.88,-0.71,-0.36,-1.49
LUX,664.1,-2.25,3.65,-0.64
LUX,711.89,3.95,-0.25,0.92
LUX,731.6,-4.31,-3.76,-3.61
LUX,744.31,-2.85,-2.39,-1.95
LUX,748.6,0.35,0.45,-0.65
LUX,759.78,0.83,0.72,0.86
MKD,NA,-8.83,NA,NA
MKD,NA,-3.35,NA,-5.19
MKD,NA,-2.09,NA,-4.17
MKD,NA,-2.13,NA,-4.94
MKD,NA,3.61,NA,0.71
MKD,NA,9.34,NA,1.67
MKD,NA,5.93,NA,1.82
MKD,NA,7.17,NA,2.55
MKD,NA,6.18,NA,3.61
MKD,NA,2.49,NA,3.3
MKD,NA,5.93,NA,3.23
MKD,NA,-0.93,NA,-4.55
MKD,NA,-1.64,NA,-1.43
MKD,NA,2.09,NA,0.59
MKD,NA,12.03,NA,4.13
MKD,1275.36,-0.19,NA,2.9
MKD,1331.82,0.5,0.68,3.04
MKD,1363.45,3.39,4.0,3.06
MKD,1464.13,-2.26,-1.78,0.94
MKD,1493.85,-4.57,-2.34,-4.25
MKD,1481.66,7.22,4.21,0.74
MKD,1441.23,0.91,5.21,-0.45
MKD,1462.62,-1.63,-1.91,-4.18
MKD,1561.98,-2.53,-3.62,-1.27
MKD,1593.7,1.23,1.57,-0.04
MKD,1629.41,1.95,1.58,-0.53
MKD,1654.97,1.26,1.26,-1.84
MKD,1728.76,-1.83,-3.23,-2.92
MKD,1688.68,2.76,5.32,0.83
MKD,1696.2,1.69,3.45,0.71
MKD,1406.56,2.41,14.94,-4.37
MKD,1564.29,1.99,-6.03,-0.34
MKD,1463.27,9.56,9.85,0.98
MKD,1447.61,2.16,3.18,-1.21
MKD,1511.82,-1.62,-1.61,-1.43
MKD,1513.59,2.87,2.88,-0.23
MDG,NA,1.19,NA,-0.11
MDG,NA,-9.02,NA,-7.51
MDG,NA,-1.9,NA,-0.93
MDG,NA,-1.1,NA,-0.29
MDG,NA,-3.46,NA,-1.99
MDG,NA,-1.6,NA,-0.21
MDG,NA,-1.13,NA,-0.04
MDG,NA,0.24,NA,1.25
MDG,NA,0.51,NA,0.96
MDG,NA,1.28,NA,1.88
MDG,NA,1.13,NA,1.37
MDG,NA,2.23,NA,1.94
MDG,NA,-15.01,NA,-14.52
MDG,NA,5.98,NA,6.09
MDG,NA,0.94,NA,0.32
MDG,14310.2,0.11,NA,0.4
MDG,14796.49,2.31,1.94,1.03
MDG,15317.93,2.52,2.11,-0.2
MDG,15872.59,3.45,2.98,-3.12
MDG,16416.3,-6.73,-7.16,-11.1
MDG,17002.54,-2.34,-2.85,-3.3
MDG,18007.27,-3.6,-4.09,-3.23
MDG,19109.64,-2.35,-2.93,-2.09
MDG,19908.58,-0.7,-1.81,-1.45
MDG,20729.24,0.37,-0.75,-0.6
MDG,21558.76,0.27,-0.84,-0.72
MDG,22248.83,1.08,0.77,0.1
MDG,22951.44,1.07,0.75,0.37
MDG,23671.8,0.39,0.05,-0.72
MDG,24415.08,1.6,1.23,0.14
MDG,23483.95,-8.23,-3.46,-7.39
MDG,25604.26,2.3,-3.02,-1.02
MDG,27048.61,0.52,-1.55,-1.21
MDG,27969.88,0.7,0.38,-0.3
MDG,28825.16,1.39,1.4,0.95
MDG,29692.04,1.53,1.55,1.21
MWI,NA,0.14,NA,1.4
MWI,NA,5.75,NA,3.84
MWI,NA,-8.46,NA,-9.65
MWI,NA,10.19,NA,8.53
MWI,NA,-10.68,NA,-11.0
MWI,NA,13.06,NA,12.35
MWI,NA,8.35,NA,8.73
MWI,NA,3.76,NA,4.33
MWI,NA,-0.24,NA,0.05
MWI,NA,2.44,NA,1.67
MWI,NA,-0.09,NA,-0.56
MWI,NA,-4.95,NA,-5.64
MWI,NA,0.35,NA,1.17
MWI,NA,5.69,NA,4.94
MWI,NA,1.73,NA,1.5
MWI,7572.97,0.08,NA,-1.99
MWI,7627.6,3.87,3.95,-1.35
MWI,7927.93,5.4,5.45,1.58
MWI,8347.53,2.16,2.23,-2.03
MWI,8296.98,8.9,8.99,6.27
MWI,8278.03,7.01,7.12,5.0
MWI,8260.16,5.02,5.08,4.15
MWI,8261.31,1.78,1.87,1.06
MWI,8295.87,4.7,4.76,3.86
MWI,8324.77,5.41,5.33,4.16
MWI,8356.12,2.6,2.56,1.46
MWI,8393.54,1.88,1.81,0.76
MWI,8454.85,3.33,3.25,2.22
MWI,8514.06,3.75,3.67,2.48
MWI,8816.43,1.91,1.83,1.97
MWI,8749.75,-3.08,1.78,0.08
MWI,9286.73,2.61,-1.49,-0.48
MWI,9901.93,-3.68,-5.35,-6.6
MWI,10264.89,-2.13,-2.12,-5.3
MWI,10592.12,-1.36,-1.35,-4.08
MWI,10931.47,0.81,0.82,-0.34
MYS,15851.54,4.81,4.73,-0.15
MYS,16286.34,6.84,6.62,-0.33
MYS,16733.16,6.14,5.98,-0.84
MYS,17507.33,5.09,5.04,-0.58
MYS,17799.17,7.39,7.42,-0.47
MYS,18113.55,7.91,7.92,-1.16
MYS,19877.76,0.31,0.24,-3.14
MYS,20335.36,4.94,4.91,-2.65
MYS,20393.18,-7.66,-7.62,-9.82
MYS,20952.23,3.25,3.3,3.51
MYS,21982.33,3.5,3.58,2.56
MYS,22277.35,-0.79,-0.81,-3.48
MYS,23083.77,2.92,1.71,0.17
MYS,23874.85,1.86,2.28,0.47
MYS,24144.56,5.4,5.59,2.42
MYS,24803.78,4.33,2.19,0.42
MYS,25287.67,2.73,3.56,1.14
MYS,25695.75,3.52,4.61,1.12
MYS,25737.05,3.43,4.66,0.53
MYS,26450.99,-3.95,-4.17,-6.54
MYS,28732.12,-1.75,-1.01,0.44
MYS,29786.84,1.48,1.56,-0.2
MYS,30654.02,1.5,2.49,-0.08
MYS,31677.99,-0.26,1.31,-0.86
MYS,32441.1,4.0,3.51,0.16
MYS,32707.0,3.58,4.15,0.53
MYS,33198.0,3.07,2.91,0.33
MYS,33877.0,3.77,3.69,1.16
MYS,34312.0,2.36,3.51,0.87
MYS,35025.0,2.23,2.29,0.54
MYS,31970.0,-5.27,3.58,-4.08
MYS,33840.0,2.0,-2.39,-0.97
MYS,36122.0,5.6,1.98,3.41
MYS,37384.0,0.75,0.06,-0.19
MYS,38483.0,2.13,1.81,0.64
MYS,39351.58,1.77,1.78,0.48
MLI,NA,-0.96,NA,-3.18
MLI,NA,1.05,NA,1.75
MLI,NA,-3.3,NA,-4.65
MLI,NA,1.45,NA,0.29
MLI,NA,1.69,NA,0.77
MLI,NA,0.69,NA,-2.33
MLI,NA,4.86,NA,1.12
MLI,NA,2.32,NA,-0.43
MLI,NA,0.12,NA,-0.82
MLI,NA,3.16,NA,3.39
