ISO3,year,eci
BRA,2001,0.5759502122
BRA,2003,0.6155897426
BRA,2008,0.7325379664
BRA,2011,0.6914634949
BRA,2009,0.6710346439
BRA,2010,0.6534941238
BRA,2012,0.7004580885
BRA,2013,0.6897940504
BRA,2015,0.6533511775
BRA,2014,0.6387671955
BRA,2016,0.5524767951
BRA,2017,0.5032094985
BRA,2018,0.506175892
BRA,2020,0.5045528405
BRA,2019,0.4756342716
BRA,2023,0.3140861461
BRA,2021,0.2849478446
BRA,2022,0.3323297766
CHL,1998,0.2895827095
CHL,1999,0.1559984635
CHL,2000,0.1693746062
CHL,2001,0.1296092463
CHL,2002,-0.0436119741
CHL,2003,-0.142885259
CHL,2004,-0.2034197848
CHL,2005,-0.1923796564
CHL,2006,-0.1537614649
CHL,2012,-0.0369051975
CHL,2010,-0.1263257696
CHL,2013,-0.0056363354
CHL,2011,-0.1134027871
CHL,2014,-0.0103834216
CHL,2015,-0.038933987
CHL,2016,-0.0958558189
CHL,2009,-0.1396379405
CHL,2007,-0.1622986409
CHL,2008,-0.1959333873
CHL,2020,-0.1665191297
CHL,2018,-0.1697770177
CHL,2017,-0.1669050087
CHL,2019,-0.1929923003
CHL,2021,-0.2176293752
CHL,2023,-0.1968765699
CHL,2022,-0.226852662
COL,2002,0.0715996036
COL,1998,0.0644948152
COL,2001,0.034632101
COL,1999,-0.0070172236
COL,2000,-0.0232018266
COL,2003,-0.0127581618
COL,2023,0.2323877556
COL,2019,0.2155420194
COL,2020,0.1911081256
COL,2022,0.1995445296
COL,2005,-0.0672862379
COL,2018,0.1928409085
COL,2004,-0.0214192853
COL,2013,0.1182229915
COL,2014,0.1846249723
COL,2017,0.1949739574
COL,2021,0.1602841514
COL,2012,0.1177998421
COL,2015,0.2289289388
COL,2007,0.0516473744
COL,2016,0.1375416379
COL,2006,-0.0595310914
COL,2008,0.0581595585
COL,2009,0.0201314923
COL,2011,-0.0137350837
COL,2010,-0.0480434966
ECU,1998,-0.6906321012
ECU,1999,-0.8418037361
ECU,2000,-0.7764670962
ECU,2001,-0.8121660941
ECU,2012,-0.4427011272
ECU,2002,-0.8898142562
ECU,2013,-0.4934442473
ECU,2003,-0.953762379
ECU,2011,-0.6341854835
ECU,2004,-0.9693185567
ECU,2010,-0.6856253406
ECU,2014,-0.5534313396
ECU,2005,-1.0135591756
ECU,2015,-0.5631258806
ECU,2006,-0.9262970154
ECU,2007,-0.7605437943
ECU,2009,-0.8231321978
ECU,2018,-0.7667325607
ECU,2008,-0.8300428339
ECU,2017,-0.8590059296
ECU,2019,-0.9285670991
ECU,2021,-0.8991878755
ECU,2020,-0.9917139989
ECU,2023,-0.8548892497
ECU,2016,-0.9460937324
ECU,2022,-0.9281874382
PER,1998,-0.4622033349
PER,1999,-0.5263325413
PER,2000,-0.5604784471
PER,2001,-0.5458649992
PER,2002,-0.5776382384
PER,2003,-0.7924523161
PER,2004,-0.8987363511
PER,2005,-0.8758531506
PER,2018,-0.6011686273
PER,2007,-0.6973947544
PER,2016,-0.6012674316
PER,2015,-0.5447829091
PER,2019,-0.6545092078
PER,2022,-0.6376696223
PER,2006,-0.8388810146
PER,2023,-0.6089759895
PER,2013,-0.6502487852
PER,2017,-0.6528469357
PER,2012,-0.6745425828
PER,2020,-0.7085117347
PER,2021,-0.6679583552
PER,2008,-0.7242800626
PER,2009,-0.7220642141
PER,2014,-0.5556245298
PER,2010,-0.7857828981
PER,2011,-0.7966266358
PRY,2000,-0.4041706454
PRY,2001,-0.507706445
PRY,2002,-0.5471675685
PRY,2003,-0.5825927167
PRY,2004,-0.55078228
PRY,2022,-0.3881621882
PRY,2020,-0.4594293725
PRY,2005,-0.6944962654
PRY,2023,-0.4184613057
PRY,2019,-0.5480993064
PRY,2021,-0.4400261038
PRY,2007,-0.63647827
PRY,2018,-0.5760267754
PRY,2006,-0.7892733136
PRY,2013,-0.5675621757
PRY,2014,-0.5375324117
PRY,2016,-0.6453995413
PRY,2008,-0.6361932382
PRY,2015,-0.5489969475
PRY,2017,-0.6401620184
PRY,2009,-0.7126125121
PRY,2012,-0.7132801421
PRY,2010,-0.8898340195
PRY,2011,-0.8760551957
URY,2001,0.4113550243
URY,1998,0.3866970448
URY,2000,0.3540195278
URY,2002,0.324515224
URY,1999,0.3397656616
URY,2005,0.3032479972
URY,2004,0.2085596768
URY,2003,0.157431654
URY,2006,0.2615338714
URY,2023,0.2174596787
URY,2009,0.1265146405
URY,2007,0.2002497508
URY,2008,0.0878532951
URY,2010,0.0819734063
URY,2017,0.1575215432
URY,2022,0.122937359
URY,2011,0.0889839221
URY,2013,0.1039424255
URY,2016,0.1781918573
URY,2012,0.0866875824
URY,2015,0.1815181015
URY,2018,0.0980740553
URY,2014,0.121455762
URY,2020,-0.0039982294
URY,2019,0.0216251242
URY,2021,0.0413889266
VEN,1998,0.1977618287
VEN,1999,0.0269259522
VEN,2000,-0.0228854054
VEN,2002,0.0253436483
VEN,2001,-0.0466698852
VEN,2003,-0.0623254709
VEN,2005,-0.08494986
VEN,2004,-0.1288330389
VEN,2006,-0.0692269826
VEN,2007,-0.0733069328
VEN,2008,-0.0414791239
VEN,2009,-0.0235953768
VEN,2010,-0.1325907905
VEN,2011,-0.1897458612
VEN,2012,-0.3158576239
VEN,2015,-0.3161673478
VEN,2013,-0.3902661921
VEN,2014,-0.4235970472
VEN,2017,-0.6110512846
VEN,2016,-0.6598105285
VEN,2018,-0.656336048
VEN,2019,-0.7819092858
VEN,2023,-0.824373281
VEN,2022,-0.8961819398
VEN,2020,-1.0833220041
VEN,2021,-1.072301935
