ISO3,year,hdi
AFG,1990,0.285
AFG,1991,0.291
AFG,1992,0.301
AFG,1993,0.311
AFG,1994,0.305
AFG,1995,0.329
AFG,1996,0.334
AFG,1997,0.338
AFG,1998,0.338
AFG,1999,0.347
AFG,2000,0.351
AFG,2001,0.355
AFG,2002,0.383
AFG,2003,0.392
AFG,2004,0.408
AFG,2005,0.417
AFG,2006,0.426
AFG,2007,0.442
AFG,2008,0.446
AFG,2009,0.458
AFG,2010,0.465
AFG,2011,0.474
AFG,2012,0.484
AFG,2013,0.492
AFG,2014,0.497
AFG,2015,0.496
AFG,2016,0.495
AFG,2017,0.496
AFG,2018,0.498
AFG,2019,0.507
AFG,2020,0.501
AFG,2021,0.486
AFG,2022,0.495
AFG,2023,0.496
AGO,1999,0.379
AGO,2000,0.391
AGO,2001,0.401
AGO,2002,0.417
AGO,2003,0.435
AGO,2004,0.448
AGO,2005,0.463
AGO,2006,0.475
AGO,2007,0.492
AGO,2008,0.504
AGO,2009,0.517
AGO,2010,0.528
AGO,2011,0.545
AGO,2012,0.557
AGO,2013,0.567
AGO,2014,0.577
AGO,2015,0.603
AGO,2016,0.609
AGO,2017,0.61
AGO,2018,0.611
AGO,2019,0.611
AGO,2020,0.61
AGO,2021,0.609
AGO,2022,0.615
AGO,2023,0.616
ALB,1990,0.654
ALB,1991,0.638
ALB,1992,0.622
ALB,1993,0.624
ALB,1994,0.629
ALB,1995,0.638
ALB,1996,0.647
ALB,1997,0.645
ALB,1998,0.659
ALB,1999,0.671
ALB,2000,0.682
ALB,2001,0.691
ALB,2002,0.697
ALB,2003,0.705
ALB,2004,0.71
ALB,2005,0.723
ALB,2006,0.732
ALB,2007,0.742
ALB,2008,0.749
ALB,2009,0.756
ALB,2010,0.769
ALB,2011,0.781
ALB,2012,0.79
ALB,2013,0.793
ALB,2014,0.797
ALB,2015,0.797
ALB,2016,0.797
ALB,2017,0.798
ALB,2018,0.801
ALB,2019,0.805
ALB,2020,0.794
ALB,2021,0.794
ALB,2022,0.806
ALB,2023,0.81
AND,2000,0.825
AND,2001,0.832
AND,2002,0.838
AND,2003,0.84
AND,2004,0.849
AND,2005,0.842
AND,2006,0.851
AND,2007,0.859
AND,2008,0.864
AND,2009,0.866
AND,2010,0.87
AND,2011,0.875
AND,2012,0.876
AND,2013,0.862
AND,2014,0.866
AND,2015,0.869
AND,2016,0.872
AND,2017,0.873
AND,2018,0.875
AND,2019,0.876
AND,2020,0.851
AND,2021,0.871
AND,2022,0.893
AND,2023,0.913
ARE,1990,0.713
ARE,1991,0.724
ARE,1992,0.729
ARE,1993,0.736
ARE,1994,0.742
ARE,1995,0.747
ARE,1996,0.753
ARE,1997,0.761
ARE,1998,0.77
ARE,1999,0.78
ARE,2000,0.79
ARE,2001,0.798
ARE,2002,0.805
ARE,2003,0.81
ARE,2004,0.815
ARE,2005,0.819
ARE,2006,0.823
ARE,2007,0.827
ARE,2008,0.831
ARE,2009,0.832
ARE,2010,0.835
ARE,2011,0.839
ARE,2012,0.843
ARE,2013,0.846
ARE,2014,0.853
ARE,2015,0.857
ARE,2016,0.861
ARE,2017,0.884
ARE,2018,0.901
ARE,2019,0.915
ARE,2020,0.909
ARE,2021,0.903
ARE,2022,0.921
ARE,2023,0.94
ARG,1990,0.733
ARG,1991,0.739
ARG,1992,0.743
ARG,1993,0.748
ARG,1994,0.753
ARG,1995,0.754
ARG,1996,0.76
ARG,1997,0.768
ARG,1998,0.772
ARG,1999,0.783
ARG,2000,0.789
ARG,2001,0.795
ARG,2002,0.795
ARG,2003,0.804
ARG,2004,0.808
ARG,2005,0.812
ARG,2006,0.822
ARG,2007,0.825
ARG,2008,0.833
ARG,2009,0.835
ARG,2010,0.844
ARG,2011,0.852
ARG,2012,0.85
ARG,2013,0.852
ARG,2014,0.855
ARG,2015,0.859
ARG,2016,0.857
ARG,2017,0.861
ARG,2018,0.861
ARG,2019,0.861
ARG,2020,0.851
ARG,2021,0.847
ARG,2022,0.858
ARG,2023,0.865
ARM,1990,0.663
ARM,1991,0.652
ARM,1992,0.618
ARM,1993,0.621
ARM,1994,0.625
ARM,1995,0.631
ARM,1996,0.635
ARM,1997,0.644
ARM,1998,0.655
ARM,1999,0.661
ARM,2000,0.667
ARM,2001,0.672
ARM,2002,0.682
ARM,2003,0.692
ARM,2004,0.7
ARM,2005,0.711
ARM,2006,0.725
ARM,2007,0.739
ARM,2008,0.743
ARM,2009,0.741
ARM,2010,0.747
ARM,2011,0.752
ARM,2012,0.761
ARM,2013,0.766
ARM,2014,0.772
ARM,2015,0.777
ARM,2016,0.783
ARM,2017,0.785
ARM,2018,0.789
ARM,2019,0.796
ARM,2020,0.761
ARM,2021,0.786
ARM,2022,0.801
ARM,2023,0.811
ATG,2007,0.827
ATG,2008,0.83
ATG,2009,0.827
ATG,2010,0.828
ATG,2011,0.828
ATG,2012,0.833
ATG,2013,0.835
ATG,2014,0.837
ATG,2015,0.839
ATG,2016,0.842
ATG,2017,0.845
ATG,2018,0.85
ATG,2019,0.851
ATG,2020,0.84
ATG,2021,0.843
ATG,2022,0.848
ATG,2023,0.851
AUS,1990,0.867
AUS,1991,0.868
AUS,1992,0.868
AUS,1993,0.872
AUS,1994,0.873
AUS,1995,0.882
AUS,1996,0.884
AUS,1997,0.887
AUS,1998,0.891
AUS,1999,0.893
AUS,2000,0.897
AUS,2001,0.9
AUS,2002,0.902
AUS,2003,0.906
AUS,2004,0.91
AUS,2005,0.914
AUS,2006,0.917
AUS,2007,0.919
AUS,2008,0.924
AUS,2009,0.927
AUS,2010,0.929
AUS,2011,0.933
AUS,2012,0.938
AUS,2013,0.935
AUS,2014,0.937
AUS,2015,0.938
AUS,2016,0.939
AUS,2017,0.94
AUS,2018,0.945
AUS,2019,0.947
AUS,2020,0.95
AUS,2021,0.954
AUS,2022,0.952
AUS,2023,0.958
AUT,1990,0.832
AUT,1991,0.835
AUT,1992,0.841
AUT,1993,0.845
AUT,1994,0.851
AUT,1995,0.856
AUT,1996,0.861
AUT,1997,0.865
AUT,1998,0.87
AUT,1999,0.874
AUT,2000,0.879
AUT,2001,0.883
AUT,2002,0.887
AUT,2003,0.889
AUT,2004,0.895
AUT,2005,0.898
AUT,2006,0.902
AUT,2007,0.905
AUT,2008,0.907
AUT,2009,0.907
AUT,2010,0.912
AUT,2011,0.915
AUT,2012,0.916
AUT,2013,0.915
AUT,2014,0.919
AUT,2015,0.919
AUT,2016,0.921
AUT,2017,0.922
AUT,2018,0.925
AUT,2019,0.928
AUT,2020,0.925
AUT,2021,0.93
AUT,2022,0.927
AUT,2023,0.93
AZE,1995,0.618
AZE,1996,0.622
AZE,1997,0.626
AZE,1998,0.636
AZE,1999,0.646
AZE,2000,0.652
AZE,2001,0.66
AZE,2002,0.669
AZE,2003,0.676
AZE,2004,0.682
AZE,2005,0.692
AZE,2006,0.711
AZE,2007,0.72
AZE,2008,0.731
AZE,2009,0.74
AZE,2010,0.744
AZE,2011,0.746
AZE,2012,0.751
AZE,2013,0.757
AZE,2014,0.766
AZE,2015,0.771
AZE,2016,0.772
AZE,2017,0.774
AZE,2018,0.775
AZE,2019,0.78
AZE,2020,0.757
AZE,2021,0.765
AZE,2022,0.784
AZE,2023,0.789
BDI,1990,0.294
BDI,1991,0.296
BDI,1992,0.294
BDI,1993,0.265
BDI,1994,0.298
BDI,1995,0.294
BDI,1996,0.292
BDI,1997,0.297
BDI,1998,0.303
BDI,1999,0.306
BDI,2000,0.308
BDI,2001,0.311
BDI,2002,0.324
BDI,2003,0.332
BDI,2004,0.344
BDI,2005,0.352
BDI,2006,0.376
BDI,2007,0.389
BDI,2008,0.401
BDI,2009,0.409
BDI,2010,0.416
BDI,2011,0.42
BDI,2012,0.425
BDI,2013,0.428
BDI,2014,0.431
BDI,2015,0.432
BDI,2016,0.436
BDI,2017,0.434
BDI,2018,0.434
BDI,2019,0.435
BDI,2020,0.435
BDI,2021,0.435
BDI,2022,0.437
BDI,2023,0.439
BEL,1990,0.824
BEL,1991,0.829
BEL,1992,0.845
BEL,1993,0.86
BEL,1994,0.868
BEL,1995,0.875
BEL,1996,0.881
BEL,1997,0.884
BEL,1998,0.886
BEL,1999,0.889
BEL,2000,0.894
BEL,2001,0.899
BEL,2002,0.901
BEL,2003,0.903
BEL,2004,0.909
BEL,2005,0.911
BEL,2006,0.913
BEL,2007,0.916
BEL,2008,0.917
BEL,2009,0.919
BEL,2010,0.921
BEL,2011,0.923
BEL,2012,0.923
BEL,2013,0.925
BEL,2014,0.93
BEL,2015,0.933
BEL,2016,0.936
BEL,2017,0.94
BEL,2018,0.942
BEL,2019,0.945
BEL,2020,0.939
BEL,2021,0.948
BEL,2022,0.945
BEL,2023,0.951
BEN,1990,0.351
BEN,1991,0.358
BEN,1992,0.363
BEN,1993,0.371
BEN,1994,0.375
BEN,1995,0.383
BEN,1996,0.389
BEN,1997,0.396
BEN,1998,0.401
BEN,1999,0.407
BEN,2000,0.415
BEN,2001,0.426
BEN,2002,0.435
BEN,2003,0.442
BEN,2004,0.449
BEN,2005,0.456
BEN,2006,0.462
BEN,2007,0.469
BEN,2008,0.475
BEN,2009,0.48
BEN,2010,0.485
BEN,2011,0.49
BEN,2012,0.497
BEN,2013,0.506
BEN,2014,0.509
BEN,2015,0.511
BEN,2016,0.51
BEN,2017,0.507
BEN,2018,0.507
BEN,2019,0.507
BEN,2020,0.504
BEN,2021,0.506
BEN,2022,0.512
BEN,2023,0.515
BFA,2005,0.333
BFA,2006,0.34
BFA,2007,0.344
BFA,2008,0.357
BFA,2009,0.366
BFA,2010,0.377
BFA,2011,0.389
BFA,2012,0.398
BFA,2013,0.405
BFA,2014,0.409
BFA,2015,0.419
BFA,2016,0.427
BFA,2017,0.438
BFA,2018,0.449
BFA,2019,0.453
BFA,2020,0.453
BFA,2021,0.454
BFA,2022,0.457
BFA,2023,0.459
BGD,1990,0.397
BGD,1991,0.395
BGD,1992,0.411
BGD,1993,0.419
BGD,1994,0.426
BGD,1995,0.434
BGD,1996,0.442
BGD,1997,0.451
BGD,1998,0.459
BGD,1999,0.468
BGD,2000,0.477
BGD,2001,0.486
BGD,2002,0.494
BGD,2003,0.503
BGD,2004,0.511
BGD,2005,0.52
BGD,2006,0.527
BGD,2007,0.534
BGD,2008,0.538
BGD,2009,0.551
BGD,2010,0.561
BGD,2011,0.572
BGD,2012,0.583
BGD,2013,0.589
BGD,2014,0.6
BGD,2015,0.621
BGD,2016,0.632
BGD,2017,0.633
BGD,2018,0.646
BGD,2019,0.656
BGD,2020,0.663
BGD,2021,0.663
BGD,2022,0.68
BGD,2023,0.685
BGR,1990,0.706
BGR,1991,0.706
BGR,1992,0.709
BGR,1993,0.711
BGR,1994,0.713
BGR,1995,0.709
BGR,1996,0.718
BGR,1997,0.713
BGR,1998,0.723
BGR,1999,0.728
BGR,2000,0.733
BGR,2001,0.742
BGR,2002,0.753
BGR,2003,0.762
BGR,2004,0.769
BGR,2005,0.775
BGR,2006,0.779
BGR,2007,0.785
BGR,2008,0.791
BGR,2009,0.793
BGR,2010,0.799
BGR,2011,0.803
BGR,2012,0.807
BGR,2013,0.815
BGR,2014,0.819
BGR,2015,0.824
BGR,2016,0.827
BGR,2017,0.829
BGR,2018,0.832
BGR,2019,0.835
BGR,2020,0.826
BGR,2021,0.817
BGR,2022,0.835
BGR,2023,0.845
BHR,1990,0.734
BHR,1991,0.728
BHR,1992,0.728
BHR,1993,0.732
BHR,1994,0.732
BHR,1995,0.737
BHR,1996,0.741
BHR,1997,0.746
BHR,1998,0.754
BHR,1999,0.761
BHR,2000,0.775
BHR,2001,0.785
BHR,2002,0.791
BHR,2003,0.799
BHR,2004,0.795
BHR,2005,0.791
BHR,2006,0.795
BHR,2007,0.8
BHR,2008,0.804
BHR,2009,0.804
BHR,2010,0.81
BHR,2011,0.817
BHR,2012,0.833
BHR,2013,0.846
BHR,2014,0.847
BHR,2015,0.868
BHR,2016,0.871
BHR,2017,0.874
BHR,2018,0.886
BHR,2019,0.894
BHR,2020,0.885
BHR,2021,0.885
BHR,2022,0.902
BHR,2023,0.899
BHS,1990,0.762
BHS,1991,0.762
BHS,1992,0.762
BHS,1993,0.763
BHS,1994,0.765
BHS,1995,0.774
BHS,1996,0.779
BHS,1997,0.773
BHS,1998,0.777
BHS,1999,0.783
BHS,2000,0.787
BHS,2001,0.79
BHS,2002,0.793
BHS,2003,0.794
BHS,2004,0.795
BHS,2005,0.798
BHS,2006,0.8
BHS,2007,0.801
BHS,2008,0.801
BHS,2009,0.8
BHS,2010,0.801
BHS,2011,0.802
BHS,2012,0.805
BHS,2013,0.805
BHS,2014,0.807
BHS,2015,0.807
BHS,2016,0.808
BHS,2017,0.81
BHS,2018,0.812
BHS,2019,0.8
BHS,2020,0.797
BHS,2021,0.794
BHS,2022,0.818
BHS,2023,0.82
BIH,2000,0.674
BIH,2001,0.677
BIH,2002,0.683
BIH,2003,0.689
BIH,2004,0.694
BIH,2005,0.698
BIH,2006,0.701
BIH,2007,0.709
BIH,2008,0.719
BIH,2009,0.722
BIH,2010,0.725
BIH,2011,0.731
BIH,2012,0.742
BIH,2013,0.756
BIH,2014,0.765
BIH,2015,0.769
BIH,2016,0.776
BIH,2017,0.78
BIH,2018,0.785
BIH,2019,0.788
BIH,2020,0.783
BIH,2021,0.783
BIH,2022,0.799
BIH,2023,0.804
BLR,1995,0.692
BLR,1996,0.697
BLR,1997,0.704
BLR,1998,0.709
BLR,1999,0.716
BLR,2000,0.724
BLR,2001,0.731
BLR,2002,0.738
BLR,2003,0.747
BLR,2004,0.758
BLR,2005,0.767
BLR,2006,0.777
BLR,2007,0.786
BLR,2008,0.796
BLR,2009,0.798
BLR,2010,0.803
BLR,2011,0.812
BLR,2012,0.818
BLR,2013,0.821
BLR,2014,0.825
BLR,2015,0.825
BLR,2016,0.825
BLR,2017,0.828
BLR,2018,0.827
BLR,2019,0.826
BLR,2020,0.815
BLR,2021,0.817
BLR,2022,0.824
BLR,2023,0.824
BLZ,1990,0.617
BLZ,1991,0.626
BLZ,1992,0.634
BLZ,1993,0.64
BLZ,1994,0.643
BLZ,1995,0.647
BLZ,1996,0.65
BLZ,1997,0.654
BLZ,1998,0.657
BLZ,1999,0.664
BLZ,2000,0.671
BLZ,2001,0.676
BLZ,2002,0.686
BLZ,2003,0.696
BLZ,2004,0.703
BLZ,2005,0.7
BLZ,2006,0.713
BLZ,2007,0.718
BLZ,2008,0.72
BLZ,2009,0.724
BLZ,2010,0.727
BLZ,2011,0.725
BLZ,2012,0.727
BLZ,2013,0.724
BLZ,2014,0.721
BLZ,2015,0.721
BLZ,2016,0.727
BLZ,2017,0.722
BLZ,2018,0.723
BLZ,2019,0.725
BLZ,2020,0.713
BLZ,2021,0.713
BLZ,2022,0.717
BLZ,2023,0.721
BOL,1990,0.552
BOL,1991,0.561
BOL,1992,0.568
BOL,1993,0.577
BOL,1994,0.586
BOL,1995,0.594
BOL,1996,0.602
BOL,1997,0.61
BOL,1998,0.618
BOL,1999,0.624
BOL,2000,0.63
BOL,2001,0.639
BOL,2002,0.642
BOL,2003,0.645
BOL,2004,0.648
BOL,2005,0.658
BOL,2006,0.656
BOL,2007,0.664
BOL,2008,0.668
BOL,2009,0.671
BOL,2010,0.677
BOL,2011,0.683
BOL,2012,0.685
BOL,2013,0.699
BOL,2014,0.701
BOL,2015,0.704
BOL,2016,0.714
BOL,2017,0.715
BOL,2018,0.722
BOL,2019,0.728
BOL,2020,0.697
BOL,2021,0.693
BOL,2022,0.727
BOL,2023,0.733
BRA,1990,0.641
BRA,1991,0.645
BRA,1992,0.648
BRA,1993,0.654
BRA,1994,0.659
BRA,1995,0.666
BRA,1996,0.671
BRA,1997,0.676
BRA,1998,0.68
BRA,1999,0.684
BRA,2000,0.69
BRA,2001,0.694
BRA,2002,0.7
BRA,2003,0.705
BRA,2004,0.712
BRA,2005,0.718
BRA,2006,0.725
BRA,2007,0.732
BRA,2008,0.739
BRA,2009,0.742
BRA,2010,0.748
BRA,2011,0.753
BRA,2012,0.758
BRA,2013,0.762
BRA,2014,0.765
BRA,2015,0.764
BRA,2016,0.765
BRA,2017,0.77
BRA,2018,0.774
BRA,2019,0.776
BRA,2020,0.77
BRA,2021,0.768
BRA,2022,0.78
BRA,2023,0.786
BRB,1990,0.73
BRB,1991,0.732
BRB,1992,0.732
BRB,1993,0.735
BRB,1994,0.74
BRB,1995,0.744
BRB,1996,0.748
BRB,1997,0.752
BRB,1998,0.754
BRB,1999,0.756
BRB,2000,0.762
BRB,2001,0.763
BRB,2002,0.767
BRB,2003,0.771
BRB,2004,0.775
BRB,2005,0.779
BRB,2006,0.783
BRB,2007,0.79
BRB,2008,0.794
BRB,2009,0.798
BRB,2010,0.797
BRB,2011,0.794
BRB,2012,0.797
BRB,2013,0.798
BRB,2014,0.799
BRB,2015,0.8
BRB,2016,0.803
BRB,2017,0.804
BRB,2018,0.806
BRB,2019,0.808
BRB,2020,0.803
BRB,2021,0.803
BRB,2022,0.807
BRB,2023,0.811
BRN,1990,0.781
BRN,1991,0.782
BRN,1992,0.782
BRN,1993,0.783
BRN,1994,0.782
BRN,1995,0.784
BRN,1996,0.784
BRN,1997,0.785
BRN,1998,0.785
BRN,1999,0.79
BRN,2000,0.792
BRN,2001,0.794
BRN,2002,0.798
BRN,2003,0.804
BRN,2004,0.81
BRN,2005,0.814
BRN,2006,0.819
BRN,2007,0.822
BRN,2008,0.824
BRN,2009,0.828
BRN,2010,0.83
BRN,2011,0.834
BRN,2012,0.841
BRN,2013,0.842
BRN,2014,0.841
BRN,2015,0.839
BRN,2016,0.838
BRN,2017,0.837
BRN,2018,0.837
BRN,2019,0.835
BRN,2020,0.836
BRN,2021,0.835
BRN,2022,0.825
BRN,2023,0.837
BTN,2010,0.593
BTN,2011,0.603
BTN,2012,0.609
BTN,2013,0.616
BTN,2014,0.626
BTN,2015,0.637
BTN,2016,0.647
BTN,2017,0.656
BTN,2018,0.667
BTN,2019,0.68
BTN,2020,0.688
BTN,2021,0.691
BTN,2022,0.695
BTN,2023,0.698
BWA,1990,0.59
BWA,1991,0.59
BWA,1992,0.589
BWA,1993,0.588
BWA,1994,0.58
BWA,1995,0.583
BWA,1996,0.584
BWA,1997,0.587
BWA,1998,0.588
BWA,1999,0.592
BWA,2000,0.594
BWA,2001,0.595
BWA,2002,0.594
BWA,2003,0.602
BWA,2004,0.608
BWA,2005,0.616
BWA,2006,0.627
BWA,2007,0.64
BWA,2008,0.645
BWA,2009,0.644
BWA,2010,0.652
BWA,2011,0.661
BWA,2012,0.667
BWA,2013,0.676
BWA,2014,0.685
BWA,2015,0.69
BWA,2016,0.696
BWA,2017,0.704
BWA,2018,0.71
BWA,2019,0.718
BWA,2020,0.718
BWA,2021,0.7
BWA,2022,0.729
BWA,2023,0.731
CAF,1990,0.342
CAF,1991,0.336
CAF,1992,0.321
CAF,1993,0.321
CAF,1994,0.323
CAF,1995,0.326
CAF,1996,0.323
CAF,1997,0.325
CAF,1998,0.328
CAF,1999,0.332
CAF,2000,0.333
CAF,2001,0.335
CAF,2002,0.337
CAF,2003,0.338
CAF,2004,0.342
CAF,2005,0.346
CAF,2006,0.35
CAF,2007,0.356
CAF,2008,0.362
CAF,2010,0.358
CAF,2011,0.377
CAF,2012,0.385
CAF,2013,0.359
CAF,2014,0.319
CAF,2015,0.377
CAF,2016,0.376
CAF,2017,0.356
CAF,2018,0.391
CAF,2019,0.279
CAF,2020,0.386
CAF,2021,0.339
CAF,2023,0.414
CAN,1990,0.865
CAN,1991,0.868
CAN,1992,0.873
CAN,1993,0.871
CAN,1994,0.877
CAN,1995,0.881
CAN,1996,0.884
CAN,1997,0.884
CAN,1998,0.883
CAN,1999,0.888
CAN,2000,0.894
CAN,2001,0.897
CAN,2002,0.899
CAN,2003,0.902
CAN,2004,0.906
CAN,2005,0.909
CAN,2006,0.913
CAN,2007,0.914
CAN,2008,0.916
CAN,2009,0.915
CAN,2010,0.918
CAN,2011,0.921
CAN,2012,0.927
CAN,2013,0.93
CAN,2014,0.932
CAN,2015,0.932
CAN,2016,0.933
CAN,2017,0.935
CAN,2018,0.935
CAN,2019,0.937
CAN,2020,0.931
CAN,2021,0.937
CAN,2022,0.935
CAN,2023,0.939
CHE,1990,0.858
CHE,1991,0.86
CHE,1992,0.863
CHE,1993,0.867
CHE,1994,0.87
CHE,1995,0.872
CHE,1996,0.875
CHE,1997,0.88
CHE,1998,0.886
CHE,1999,0.889
CHE,2000,0.892
CHE,2001,0.895
CHE,2002,0.896
CHE,2003,0.901
CHE,2004,0.906
CHE,2005,0.909
CHE,2006,0.918
CHE,2007,0.926
CHE,2008,0.934
CHE,2009,0.942
CHE,2010,0.945
CHE,2011,0.946
CHE,2012,0.949
CHE,2013,0.952
CHE,2014,0.956
CHE,2015,0.957
CHE,2016,0.959
CHE,2017,0.96
CHE,2018,0.962
CHE,2019,0.965
CHE,2020,0.963
CHE,2021,0.968
CHE,2022,0.966
CHE,2023,0.97
CHL,1990,0.718
CHL,1991,0.723
CHL,1992,0.73
CHL,1993,0.725
CHL,1994,0.73
CHL,1995,0.739
CHL,1996,0.745
CHL,1997,0.752
CHL,1998,0.759
CHL,1999,0.766
CHL,2000,0.771
CHL,2001,0.778
CHL,2002,0.784
CHL,2003,0.789
CHL,2004,0.797
CHL,2005,0.804
CHL,2006,0.804
CHL,2007,0.812
CHL,2008,0.82
CHL,2009,0.819
CHL,2010,0.823
CHL,2011,0.823
CHL,2012,0.832
CHL,2013,0.845
CHL,2014,0.849
CHL,2015,0.855
CHL,2016,0.859
CHL,2017,0.862
CHL,2018,0.866
CHL,2019,0.867
CHL,2020,0.856
CHL,2021,0.865
CHL,2022,0.869
CHL,2023,0.878
CHN,1990,0.491
CHN,1991,0.499
CHN,1992,0.511
CHN,1993,0.522
CHN,1994,0.532
CHN,1995,0.543
CHN,1996,0.555
CHN,1997,0.566
CHN,1998,0.576
CHN,1999,0.587
CHN,2000,0.598
CHN,2001,0.608
CHN,2002,0.619
CHN,2003,0.63
CHN,2004,0.642
CHN,2005,0.654
CHN,2006,0.666
CHN,2007,0.68
CHN,2008,0.689
CHN,2009,0.7
CHN,2010,0.71
CHN,2011,0.717
CHN,2012,0.725
CHN,2013,0.733
CHN,2014,0.742
CHN,2015,0.75
CHN,2016,0.758
CHN,2017,0.765
CHN,2018,0.774
CHN,2019,0.781
CHN,2020,0.786
CHN,2021,0.794
CHN,2022,0.796
CHN,2023,0.797
CIV,1990,0.389
CIV,1991,0.39
CIV,1992,0.392
CIV,1993,0.393
CIV,1994,0.396
CIV,1995,0.399
CIV,1996,0.403
CIV,1997,0.409
CIV,1998,0.413
CIV,1999,0.416
CIV,2000,0.419
CIV,2001,0.422
CIV,2002,0.424
CIV,2003,0.425
CIV,2004,0.43
CIV,2005,0.435
CIV,2006,0.44
CIV,2007,0.445
CIV,2008,0.452
CIV,2009,0.458
CIV,2010,0.465
CIV,2011,0.469
CIV,2012,0.478
CIV,2013,0.487
CIV,2014,0.511
CIV,2015,0.519
CIV,2016,0.53
CIV,2017,0.539
CIV,2018,0.545
CIV,2019,0.552
CIV,2020,0.553
CIV,2021,0.557
CIV,2022,0.565
CIV,2023,0.582
CMR,1990,0.448
CMR,1991,0.445
CMR,1992,0.442
CMR,1993,0.436
CMR,1994,0.434
CMR,1995,0.433
CMR,1996,0.432
CMR,1997,0.432
CMR,1998,0.433
CMR,1999,0.434
CMR,2000,0.439
CMR,2001,0.458
CMR,2002,0.458
CMR,2003,0.465
CMR,2004,0.47
CMR,2005,0.472
CMR,2006,0.473
CMR,2007,0.485
CMR,2008,0.501
CMR,2009,0.516
CMR,2010,0.529
CMR,2011,0.538
CMR,2012,0.549
CMR,2013,0.558
CMR,2014,0.566
CMR,2015,0.575
CMR,2016,0.579
CMR,2017,0.581
CMR,2018,0.582
CMR,2019,0.582
CMR,2020,0.579
CMR,2021,0.574
CMR,2022,0.581
CMR,2023,0.588
COD,1990,0.388
COD,1991,0.389
COD,1992,0.387
COD,1993,0.385
COD,1994,0.382
COD,1995,0.385
COD,1996,0.386
COD,1997,0.388
COD,1998,0.385
COD,1999,0.383
COD,2000,0.391
COD,2001,0.389
COD,2002,0.392
COD,2003,0.398
COD,2004,0.403
COD,2005,0.408
COD,2006,0.413
COD,2007,0.417
COD,2008,0.426
COD,2009,0.431
COD,2010,0.44
COD,2011,0.447
COD,2012,0.451
COD,2013,0.456
COD,2014,0.467
COD,2015,0.477
COD,2016,0.487
COD,2017,0.491
COD,2018,0.497
COD,2019,0.501
COD,2020,0.506
COD,2021,0.508
COD,2022,0.514
COD,2023,0.522
COG,1990,0.573
COG,1991,0.571
COG,1992,0.572
COG,1993,0.566
COG,1994,0.561
COG,1995,0.551
COG,1996,0.55
COG,1997,0.516
COG,1998,0.542
COG,1999,0.544
COG,2000,0.545
COG,2001,0.55
COG,2002,0.552
COG,2003,0.553
COG,2004,0.557
COG,2005,0.569
COG,2006,0.582
COG,2007,0.583
COG,2008,0.591
COG,2009,0.602
COG,2010,0.609
COG,2011,0.613
COG,2012,0.624
COG,2013,0.63
COG,2014,0.639
COG,2015,0.643
COG,2016,0.64
COG,2017,0.635
COG,2018,0.64
COG,2019,0.634
COG,2020,0.643
COG,2021,0.643
COG,2022,0.644
COG,2023,0.649
COL,1990,0.623
COL,1991,0.63
COL,1992,0.639
COL,1993,0.645
COL,1994,0.65
COL,1995,0.655
COL,1996,0.663
COL,1997,0.67
COL,1998,0.676
COL,1999,0.673
COL,2000,0.679
COL,2001,0.681
COL,2002,0.684
COL,2003,0.691
COL,2004,0.699
COL,2005,0.711
COL,2006,0.712
COL,2007,0.724
COL,2008,0.731
COL,2009,0.736
COL,2010,0.741
COL,2011,0.747
COL,2012,0.748
COL,2013,0.76
COL,2014,0.763
COL,2015,0.767
COL,2016,0.772
COL,2017,0.774
COL,2018,0.775
COL,2019,0.777
COL,2020,0.764
COL,2021,0.762
COL,2022,0.782
COL,2023,0.788
COM,2000,0.461
COM,2001,0.47
COM,2002,0.477
COM,2003,0.485
COM,2004,0.492
COM,2005,0.499
COM,2006,0.506
COM,2007,0.512
COM,2008,0.519
COM,2009,0.526
COM,2010,0.534
COM,2011,0.541
COM,2012,0.548
COM,2013,0.556
COM,2014,0.56
COM,2015,0.565
COM,2016,0.571
COM,2017,0.577
COM,2018,0.584
COM,2019,0.589
COM,2020,0.592
COM,2021,0.594
COM,2022,0.602
COM,2023,0.603
CPV,2000,0.585
CPV,2001,0.591
CPV,2002,0.6
CPV,2003,0.606
CPV,2004,0.61
CPV,2005,0.616
CPV,2006,0.631
CPV,2007,0.636
CPV,2008,0.643
CPV,2009,0.644
CPV,2010,0.648
CPV,2011,0.654
CPV,2012,0.655
CPV,2013,0.66
CPV,2014,0.659
CPV,2015,0.658
CPV,2016,0.661
CPV,2017,0.663
CPV,2018,0.663
CPV,2019,0.667
CPV,2020,0.647
CPV,2021,0.651
CPV,2022,0.664
CPV,2023,0.668
CRI,1990,0.677
CRI,1991,0.682
CRI,1992,0.691
CRI,1993,0.696
CRI,1994,0.701
CRI,1995,0.706
CRI,1996,0.707
CRI,1997,0.712
CRI,1998,0.714
CRI,1999,0.717
CRI,2000,0.72
CRI,2001,0.726
CRI,2002,0.73
CRI,2003,0.736
CRI,2004,0.741
CRI,2005,0.748
CRI,2006,0.755
CRI,2007,0.76
CRI,2008,0.769
CRI,2009,0.773
CRI,2010,0.776
CRI,2011,0.783
CRI,2012,0.789
CRI,2013,0.795
CRI,2014,0.802
CRI,2015,0.803
CRI,2016,0.805
CRI,2017,0.809
CRI,2018,0.813
CRI,2019,0.821
CRI,2020,0.819
CRI,2021,0.817
CRI,2022,0.823
CRI,2023,0.833
CUB,1990,0.687
